poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,question_id,sample_size,population,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,partisan,race_id,cycle,office_type,seat_number,election_date,stage,nationwide_batch,ranked_choice_reallocated,hypothetical,party,answer,candidate_id,candidate_name,pct
88611,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,10/5/24,10/8/24,212190,1000,lv,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49
88611,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,10/5/24,10/8/24,212190,1000,lv,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49.7
88612,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Wisconsin,10/5/24,10/8/24,212191,1000,lv,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49.2
88612,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Wisconsin,10/5/24,10/8/24,212191,1000,lv,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49.9
88496,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,9/29/24,10/1/24,211489,1000,lv,lv,NA,10/3/24 08:55,NA,https://emersoncollegepolling.com/october-2024-national-poll-harris-50-trump-48/,https://emersoncollegepolling.com/october-2024-national-poll-harris-50-trump-48/,NA,https://docs.google.com/spreadsheets/d/1bUq7htQTzYUyX8cPRbkZW7gXcKf7qczY/edit?gid=321096831#gid=321096831,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,50.2
88496,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,9/29/24,10/1/24,211489,1000,lv,lv,NA,10/3/24 08:55,NA,https://emersoncollegepolling.com/october-2024-national-poll-harris-50-trump-48/,https://emersoncollegepolling.com/october-2024-national-poll-harris-50-trump-48/,NA,https://docs.google.com/spreadsheets/d/1bUq7htQTzYUyX8cPRbkZW7gXcKf7qczY/edit?gid=321096831#gid=321096831,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,48.6
88461,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Arizona,9/27/24,9/28/24,211311,920,lv,lv,NA,10/1/24 15:14,NA,https://emersoncollegepolling.com/september-2024-arizona-and-north-carolina-polls-harris-and-trump-neck-and-neck-in-key-swing-states/,https://emersoncollegepolling.com/september-2024-arizona-and-north-carolina-polls-harris-and-trump-neck-and-neck-in-key-swing-states/,NA,https://docs.google.com/spreadsheets/d/1FVfn-1oaLtOObkwACgt_Imsvf7jgVEdo/edit?gid=1864996370#gid=1864996370,NA,NA,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,47.6
88461,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Arizona,9/27/24,9/28/24,211311,920,lv,lv,NA,10/1/24 15:14,NA,https://emersoncollegepolling.com/september-2024-arizona-and-north-carolina-polls-harris-and-trump-neck-and-neck-in-key-swing-states/,https://emersoncollegepolling.com/september-2024-arizona-and-north-carolina-polls-harris-and-trump-neck-and-neck-in-key-swing-states/,NA,https://docs.google.com/spreadsheets/d/1FVfn-1oaLtOObkwACgt_Imsvf7jgVEdo/edit?gid=1864996370#gid=1864996370,NA,NA,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,51.7
88462,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,North Carolina,9/27/24,9/28/24,211310,850,lv,lv,NA,10/1/24 15:14,NA,https://emersoncollegepolling.com/september-2024-arizona-and-north-carolina-polls-harris-and-trump-neck-and-neck-in-key-swing-states/,https://emersoncollegepolling.com/september-2024-arizona-and-north-carolina-polls-harris-and-trump-neck-and-neck-in-key-swing-states/,NA,https://docs.google.com/spreadsheets/d/1FVfn-1oaLtOObkwACgt_Imsvf7jgVEdo/edit?gid=1864996370#gid=1864996370,NA,NA,8839,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49.1
88462,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,North Carolina,9/27/24,9/28/24,211310,850,lv,lv,NA,10/1/24 15:14,NA,https://emersoncollegepolling.com/september-2024-arizona-and-north-carolina-polls-harris-and-trump-neck-and-neck-in-key-swing-states/,https://emersoncollegepolling.com/september-2024-arizona-and-north-carolina-polls-harris-and-trump-neck-and-neck-in-key-swing-states/,NA,https://docs.google.com/spreadsheets/d/1FVfn-1oaLtOObkwACgt_Imsvf7jgVEdo/edit?gid=1864996370#gid=1864996370,NA,NA,8839,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49.9
88465,1102,Emerson,2180,RealClearPennsylvania,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Pennsylvania,9/27/24,9/28/24,211323,1000,lv,lv,NA,10/1/24 19:32,NA,https://emersoncollegepolling.com/september-2024-pennsylvania-poll-trump-48-harris-48/,https://emersoncollegepolling.com/september-2024-pennsylvania-poll-trump-48-harris-48/,NA,https://docs.google.com/spreadsheets/d/1sDCAsNFu_Ns0EqJzq_RwygwL9VDL4QfA/edit?gid=1015073363#gid=1015073363,NA,NA,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49.3
88465,1102,Emerson,2180,RealClearPennsylvania,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Pennsylvania,9/27/24,9/28/24,211323,1000,lv,lv,NA,10/1/24 19:32,NA,https://emersoncollegepolling.com/september-2024-pennsylvania-poll-trump-48-harris-48/,https://emersoncollegepolling.com/september-2024-pennsylvania-poll-trump-48-harris-48/,NA,https://docs.google.com/spreadsheets/d/1sDCAsNFu_Ns0EqJzq_RwygwL9VDL4QfA/edit?gid=1015073363#gid=1015073363,NA,NA,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,48.8
88391,1102,Emerson,9601729,The Hill | PIX 11,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,New York,9/23/24,9/25/24,210963,1000,lv,lv,NA,9/27/24 08:59,NA,https://emersoncollegepolling.com/september-2024-new-york-poll-harris-54-trump-40/,https://emersoncollegepolling.com/september-2024-new-york-poll-harris-54-trump-40/,NA,https://docs.google.com/spreadsheets/d/1tgXGdNdkmjGqx9Kj6C1Es50Hxbct4J7R/edit?gid=453932541#gid=453932541,NA,NA,8860,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,55.5
88391,1102,Emerson,9601729,The Hill | PIX 11,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,New York,9/23/24,9/25/24,210963,1000,lv,lv,NA,9/27/24 08:59,NA,https://emersoncollegepolling.com/september-2024-new-york-poll-harris-54-trump-40/,https://emersoncollegepolling.com/september-2024-new-york-poll-harris-54-trump-40/,NA,https://docs.google.com/spreadsheets/d/1tgXGdNdkmjGqx9Kj6C1Es50Hxbct4J7R/edit?gid=453932541#gid=453932541,NA,NA,8860,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,41.6
88364,1102,Emerson,9601185,The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Texas,9/22/24,9/24/24,210789,950,lv,lv,NA,9/26/24 08:47,NA,https://emersoncollegepolling.com/september-2024-texas-poll-trump-51-harris-46cruz-49-allred-45/,https://emersoncollegepolling.com/september-2024-texas-poll-trump-51-harris-46cruz-49-allred-45/,NA,https://docs.google.com/spreadsheets/d/1xPTQ6KHu7GtPCrWO7jTBd0gt1mX5hp41/edit?gid=1838032591#gid=1838032591,NA,NA,8889,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,46.7
88364,1102,Emerson,9601185,The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Texas,9/22/24,9/24/24,210789,950,lv,lv,NA,9/26/24 08:47,NA,https://emersoncollegepolling.com/september-2024-texas-poll-trump-51-harris-46cruz-49-allred-45/,https://emersoncollegepolling.com/september-2024-texas-poll-trump-51-harris-46cruz-49-allred-45/,NA,https://docs.google.com/spreadsheets/d/1xPTQ6KHu7GtPCrWO7jTBd0gt1mX5hp41/edit?gid=1838032591#gid=1838032591,NA,NA,8889,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,52.3
88365,1102,Emerson,9601185,The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Virginia,9/22/24,9/24/24,210790,860,lv,lv,NA,9/26/24 08:47,NA,https://emersoncollegepolling.com/september-2024-virginia-poll-harris-52-trump-44/,https://emersoncollegepolling.com/september-2024-virginia-poll-harris-52-trump-44/,NA,https://docs.google.com/spreadsheets/d/1oA8tuH8qNgNdAnh-nJ8X6RrS2Mtx39T3/edit?gid=1796520530#gid=1796520530,NA,NA,8895,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,52.7
88365,1102,Emerson,9601185,The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Virginia,9/22/24,9/24/24,210790,860,lv,lv,NA,9/26/24 08:47,NA,https://emersoncollegepolling.com/september-2024-virginia-poll-harris-52-trump-44/,https://emersoncollegepolling.com/september-2024-virginia-poll-harris-52-trump-44/,NA,https://docs.google.com/spreadsheets/d/1oA8tuH8qNgNdAnh-nJ8X6RrS2Mtx39T3/edit?gid=1796520530#gid=1796520530,NA,NA,8895,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,46.2
88235,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Arizona,9/15/24,9/18/24,210076,868,lv,lv,NA,9/19/24 09:21,NA,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,NA,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,NA,NA,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48.7
88235,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Arizona,9/15/24,9/18/24,210076,868,lv,lv,NA,9/19/24 09:21,NA,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,NA,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,NA,NA,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49.8
88236,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Georgia,9/15/24,9/18/24,210077,975,lv,lv,NA,9/19/24 09:21,NA,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,NA,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,NA,NA,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48.2
88236,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Georgia,9/15/24,9/18/24,210077,975,lv,lv,NA,9/19/24 09:21,NA,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,NA,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,NA,NA,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,50.3
88237,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Michigan,9/15/24,9/18/24,210078,875,lv,lv,NA,9/19/24 09:21,NA,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,NA,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,NA,NA,8820,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,50
88237,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Michigan,9/15/24,9/18/24,210078,875,lv,lv,NA,9/19/24 09:21,NA,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,NA,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,NA,NA,8820,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49.1
88238,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Nevada,9/15/24,9/18/24,210079,895,lv,lv,NA,9/19/24 09:21,NA,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,NA,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,NA,NA,8857,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48.8
88238,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Nevada,9/15/24,9/18/24,210079,895,lv,lv,NA,9/19/24 09:21,NA,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,NA,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,NA,NA,8857,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49
88239,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,9/15/24,9/18/24,210080,880,lv,lv,NA,9/19/24 09:21,NA,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,NA,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,NA,NA,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49.6
88239,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,9/15/24,9/18/24,210080,880,lv,lv,NA,9/19/24 09:21,NA,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,NA,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,NA,NA,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49.3
88240,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,North Carolina,9/15/24,9/18/24,210081,1000,lv,lv,NA,9/19/24 09:21,NA,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,https://emersoncollegepolling.com/september-2024-swing-state-polls-trump-and-harris-locked-in-tight-presidential-race/,NA,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,NA,NA,8839,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49.7
