poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
88695,1477,Targoz Market Research,2003,Beacon Center,Targoz Market Research,454,Targoz Market Research,1.8,0.1,NA,7,Tennessee,9/27/24,10/8/24,NA,NA,NA,NA,NA,NA,212568,1200,rv,NA,rv,NA,10/15/24 09:26,NA,https://www.beacontn.org/beacon-poll-october-2024-results,https://www.beacontn.org/beacon-poll-october-2024-results,NA,https://www.beacontn.org/wp-content/uploads/2024/10/Marginal-Crosstabs-D1.pdf,NA,NA,NA,8886,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,LIB,Oliver,31790,Chase Oliver,1
88695,1477,Targoz Market Research,2003,Beacon Center,Targoz Market Research,454,Targoz Market Research,1.8,0.1,NA,7,Tennessee,9/27/24,10/8/24,NA,NA,NA,NA,NA,NA,212568,1200,rv,NA,rv,NA,10/15/24 09:26,NA,https://www.beacontn.org/beacon-poll-october-2024-results,https://www.beacontn.org/beacon-poll-october-2024-results,NA,https://www.beacontn.org/wp-content/uploads/2024/10/Marginal-Crosstabs-D1.pdf,NA,NA,NA,8886,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,GRE,Stein,31116,Jill Stein,1
88695,1477,Targoz Market Research,2003,Beacon Center,Targoz Market Research,454,Targoz Market Research,1.8,0.1,NA,7,Tennessee,9/27/24,10/8/24,NA,NA,NA,NA,NA,NA,212569,971,lv,NA,lv,NA,10/15/24 09:26,NA,https://www.beacontn.org/beacon-poll-october-2024-results,https://www.beacontn.org/beacon-poll-october-2024-results,NA,https://www.beacontn.org/wp-content/uploads/2024/10/Marginal-Crosstabs-D1.pdf,NA,NA,NA,8886,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,35
88695,1477,Targoz Market Research,2003,Beacon Center,Targoz Market Research,454,Targoz Market Research,1.8,0.1,NA,7,Tennessee,9/27/24,10/8/24,NA,NA,NA,NA,NA,NA,212569,971,lv,NA,lv,NA,10/15/24 09:26,NA,https://www.beacontn.org/beacon-poll-october-2024-results,https://www.beacontn.org/beacon-poll-october-2024-results,NA,https://www.beacontn.org/wp-content/uploads/2024/10/Marginal-Crosstabs-D1.pdf,NA,NA,NA,8886,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,REP,Trump,16651,Donald Trump,56
88695,1477,Targoz Market Research,2003,Beacon Center,Targoz Market Research,454,Targoz Market Research,1.8,0.1,NA,7,Tennessee,9/27/24,10/8/24,NA,NA,NA,NA,NA,NA,212569,971,lv,NA,lv,NA,10/15/24 09:26,NA,https://www.beacontn.org/beacon-poll-october-2024-results,https://www.beacontn.org/beacon-poll-october-2024-results,NA,https://www.beacontn.org/wp-content/uploads/2024/10/Marginal-Crosstabs-D1.pdf,NA,NA,NA,8886,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,IND,Kennedy,31042,Robert F. Kennedy,5
88695,1477,Targoz Market Research,2003,Beacon Center,Targoz Market Research,454,Targoz Market Research,1.8,0.1,NA,7,Tennessee,9/27/24,10/8/24,NA,NA,NA,NA,NA,NA,212569,971,lv,NA,lv,NA,10/15/24 09:26,NA,https://www.beacontn.org/beacon-poll-october-2024-results,https://www.beacontn.org/beacon-poll-october-2024-results,NA,https://www.beacontn.org/wp-content/uploads/2024/10/Marginal-Crosstabs-D1.pdf,NA,NA,NA,8886,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,LIB,Oliver,31790,Chase Oliver,1
88695,1477,Targoz Market Research,2003,Beacon Center,Targoz Market Research,454,Targoz Market Research,1.8,0.1,NA,7,Tennessee,9/27/24,10/8/24,NA,NA,NA,NA,NA,NA,212569,971,lv,NA,lv,NA,10/15/24 09:26,NA,https://www.beacontn.org/beacon-poll-october-2024-results,https://www.beacontn.org/beacon-poll-october-2024-results,NA,https://www.beacontn.org/wp-content/uploads/2024/10/Marginal-Crosstabs-D1.pdf,NA,NA,NA,8886,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,GRE,Stein,31116,Jill Stein,0
88561,1562,Redfield & Wilton Strategies,NA,NA,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,NA,10/6/24,10/6/24,NA,NA,NA,NA,NA,NA,211892,1918,lv,NA,lv,NA,10/8/24 10:33,NA,https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-6-october-2024/,https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-6-october-2024/,NA,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FUS-Presidential-Election-National-Voting-Intention-06-October-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47.72
88561,1562,Redfield & Wilton Strategies,NA,NA,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,NA,10/6/24,10/6/24,NA,NA,NA,NA,NA,NA,211892,1918,lv,NA,lv,NA,10/8/24 10:33,NA,https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-6-october-2024/,https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-6-october-2024/,NA,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FUS-Presidential-Election-National-Voting-Intention-06-October-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,45.99
88561,1562,Redfield & Wilton Strategies,NA,NA,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,NA,10/6/24,10/6/24,NA,NA,NA,NA,NA,NA,211892,1918,lv,NA,lv,NA,10/8/24 10:33,NA,https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-6-october-2024/,https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-6-october-2024/,NA,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FUS-Presidential-Election-National-Voting-Intention-06-October-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,LIB,Oliver,31790,Chase Oliver,0.7
88561,1562,Redfield & Wilton Strategies,NA,NA,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,NA,10/6/24,10/6/24,NA,NA,NA,NA,NA,NA,211892,1918,lv,NA,lv,NA,10/8/24 10:33,NA,https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-6-october-2024/,https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-6-october-2024/,NA,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FUS-Presidential-Election-National-Voting-Intention-06-October-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,GRE,Stein,31116,Jill Stein,0.52
88539,1709,Big Village,NA,NA,Big Village,37,Big Village,1.2,1.7,Online Panel,9,NA,10/2/24,10/4/24,NA,NA,NA,NA,NA,NA,211792,1013,a,NA,a,NA,10/7/24 13:44,NA,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,NA,NA,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,44.5
88539,1709,Big Village,NA,NA,Big Village,37,Big Village,1.2,1.7,Online Panel,9,NA,10/2/24,10/4/24,NA,NA,NA,NA,NA,NA,211792,1013,a,NA,a,NA,10/7/24 13:44,NA,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,NA,NA,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,41.5
88539,1709,Big Village,NA,NA,Big Village,37,Big Village,1.2,1.7,Online Panel,9,NA,10/2/24,10/4/24,NA,NA,NA,NA,NA,NA,211793,841,rv,NA,rv,NA,10/7/24 13:44,NA,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,NA,NA,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48.7
88539,1709,Big Village,NA,NA,Big Village,37,Big Village,1.2,1.7,Online Panel,9,NA,10/2/24,10/4/24,NA,NA,NA,NA,NA,NA,211793,841,rv,NA,rv,NA,10/7/24 13:44,NA,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,NA,NA,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,44.6
88539,1709,Big Village,NA,NA,Big Village,37,Big Village,1.2,1.7,Online Panel,9,NA,10/2/24,10/4/24,NA,NA,NA,NA,NA,NA,211794,755,lv,NA,lv,NA,10/7/24 13:44,NA,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,NA,NA,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49.9
88539,1709,Big Village,NA,NA,Big Village,37,Big Village,1.2,1.7,Online Panel,9,NA,10/2/24,10/4/24,NA,NA,NA,NA,NA,NA,211794,755,lv,NA,lv,NA,10/7/24 13:44,NA,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,NA,NA,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,46.4
88530,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Arizona,9/27/24,10/2/24,NA,NA,NA,NA,NA,NA,211720,555,lv,NA,lv,NA,10/7/24 12:53,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-27-september-2-october-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-27-september-2-october-2024/,NA,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FLatest-US-Swing-States-Voting-Intention-27-September-2-October-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47
88530,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Arizona,9/27/24,10/2/24,NA,NA,NA,NA,NA,NA,211720,555,lv,NA,lv,NA,10/7/24 12:53,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-27-september-2-october-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-27-september-2-october-2024/,NA,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FLatest-US-Swing-States-Voting-Intention-27-September-2-October-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,48
88530,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Arizona,9/27/24,10/2/24,NA,NA,NA,NA,NA,NA,211720,555,lv,NA,lv,NA,10/7/24 12:53,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-27-september-2-october-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-27-september-2-october-2024/,NA,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FLatest-US-Swing-States-Voting-Intention-27-September-2-October-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,LIB,Oliver,31790,Chase Oliver,1
88530,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Arizona,9/27/24,10/2/24,NA,NA,NA,NA,NA,NA,211720,555,lv,NA,lv,NA,10/7/24 12:53,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-27-september-2-october-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-27-september-2-october-2024/,NA,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FLatest-US-Swing-States-Voting-Intention-27-September-2-October-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,GRE,Stein,31116,Jill Stein,1
88531,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Florida,9/27/24,10/2/24,NA,NA,NA,NA,NA,NA,211721,2946,lv,NA,lv,NA,10/7/24 12:53,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-27-september-2-october-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-27-september-2-october-2024/,NA,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F10%2FLatest-US-Swing-States-Voting-Intention-27-September-2-October-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8778,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45
